position,randomise,channel_id,channel_title,video_id,url,published_at,published_at_sql,year,month,day,video_title,video_description,tags,video_category_label,duration_sec,definition,caption,default_language,default_l_audio_language,thumbnail_maxres,licensed_content,location_description,view_count,like_count,favorite_count,comment_count,controversy,clicks,body_politics,eff_lead,business,health,society,television_program,entertainment,lifestyle_(sociology),hobby,humour,politics,no_topics
174,774,UCnqXhJv3cDVZ1Sa-j-zOhxw,Tshidi Radebe,1oOguDMFQCk,https://www.youtube.com/watch?v=1oOguDMFQCk,2020-01-08T08:07:35Z,2020-01-08 8:07:35,2020,1,8,Clicks AfriTrue Naturals REVIEW| FULL WASHDAY ROUTINE + BLOW DRYING,"Hello Beautiful Souls. I hope that you have began this year by setting intentions because I know that I Have. So in this video I share with you my tips and tricks that are important for you to know when you are growing your natural hair. If you think I missed something, please comment in the description box below and Thanks for watching. Ring light https://www.takealot.com/18-led-changing-colour-ring-light-with-stand/PLID56137334 Camera https://www.takealot.com/canon-g7x-iii-digital-camera-black/PLID55392367 Editing Software: iMovie on MacBook Pro Products: Clicks Afritrue natural hair range. Hair dryer: https://clicks.co.za/revlon_pro-collection-one-step-hairdryer-and-styler/p/291598 Being One with you while bonding through beauty tutorials and random life experiences & advice. More of Me IG: https://www.instagram.com/tshidiradebe/?hl=en Facebook: https://web.facebook.com/TheTshidiRadebe/ Twitter:https://twitter.com/TheTshidiRadebe Email: tshidiradebesa@gmail.com",makeup;south african youtuber;natural hair;4chair;natural hair tutorials;skin care routine;how to style natural 4c hair;south african makeup;affordable makeup in south africa;affordable skin care routine;affordable natural hair products;eyeshadow tutorial;quick easy makeup look,Howto & Style,860,hd,FALSE,NA,en,https://i.ytimg.com/vi/1oOguDMFQCk/maxresdefault.jpg,1,NA,5412,117,0,33,no,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
181,994,UCo-W6PLRXUAFF5mFZZlQ7ug,Justine South Africa Official,RTi9UrrwAxE,https://www.youtube.com/watch?v=RTi9UrrwAxE,2020-10-02T06:41:37Z,2020-10-02 6:41:37,2020,10,2,Lorna Maseko's Justine Skincare Routine,"Welcome to Lorna's Justine skincare routine. Step 1. Cleanse - remove dead skin cells Step 2. Serum - molecules penetrate the skin deeper for long term benefits Step 3. Day Cream - improves hyper pigmentation and dark spots, protecting your skin against the sun Step 4. Eye Cream - apply by dotting and patting, not pulling or dragging Step 5. Apply make up next",justine south africa;tissue oil;science and nature;a-firm;brightening;afirm;afirm brightening;justine brightening;skincare;pigmentation;south african;south african skincare;south african skin care;lorna maseko;proudly south african,Howto & Style,102,hd,FALSE,NA,en,NA,NA,NA,1052,11,0,1,no,no,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
200,337,UCs2iNzny9HlV1rfRqS9LkjA,Refiloe Matsela,qZga-mEj5nM,https://www.youtube.com/watch?v=qZga-mEj5nM,2023-01-30T14:00:27Z,2023-01-30 14:00:27,2023,1,30,Babyliss Smoothing Heated Brush Review | South African Type 4 Natural Hair,"Dumelang Baratuwa, I bought a heat styling tool for my natural hair and decided to style it on camera and the results baby…I’m happy with! This year I’m being more daring with using heat on my hair for styling purposes, always remember to use a heat protectant and no heat above 400 degrees Celsius, in order to avoid severely damaging your hair. Love ya, Fifi (please follow me on IG) instagram: https://www.instagram.com/fifi_cm WHAT TO WATCH NEXT/MENTIONED VIDEOS: How To Do A Criss Cross High Puff Using Elastics| Type 4C Natural Hair | Vida Is Life Moulding Gel https://www.youtube.com/watch?v=Ick6JiIUzxo My Natural Hair Volumizing Mousse Twist Out | Review | Protective Style For Natural Hair https://youtube.com/watch?v=-IPZ3uiCjko&t=573s ' Restyle An Old Twist Out | Easy Beginner Hairstyle -Heatless | South African Natural Up-Do Hairstyle https://www.youtube.com/watch?v=wNkj449u3AM&t=1s Easy Natural - Curly Fringe High Puff | After Braids Hair Care | My Hair Is Breaking And Damaged https://www.youtube.com/watch?v=zy8GdC1JibU&t=666s Accidental Natural Hair Styling | Hit or Miss? | Learning How To Use Flexi Rods On Type 4 Hair https://www.youtube.com/watch?v=qaiVU6nI1Ts&t=6s Curly Half Up Half Down Hairstyle | Natural South African 4C Hair https://www.youtube.com/watch?v=hXh8CpBwDTg&t=18s PRODUCTS USED: TRESemmé Heat Defence Styling Spray https://www.tresemme.com/za/products/heat-protectant-spray/heat-defence-spray.html BaByliss Diamond Heated Smoothing and Straightening Brush https://www.amazon.co.uk/BaByliss-Diamond-Heated-Smoothing-Straightening/dp/B01LBO5E40?th=1",heated hair brush;heated hair brush straightener;heated hair brush tutorial;heated hair brush review;natural hair at home;blowout on natural hair 4c;blow out at home;blowout at home black hair;blowout medium length hair;hair straightening curly to straight;babyliss smoothing heated brush;babyliss smoothing heated brush hsb101e;babyliss smoothing heated brush review;tresemme heat protection spray;low porosity natural hair routines,Howto & Style,790,hd,FALSE,NA,NA,https://i.ytimg.com/vi/qZga-mEj5nM/maxresdefault.jpg,1,Johannesburg,3363,42,0,7,yes,no,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
215,248,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,L99U3OUar-U,https://www.youtube.com/watch?v=L99U3OUar-U,2020-09-07T10:27:52Z,2020-09-07 10:27:52,2020,9,7,CLICKS IS IN BIG TROUBLE |EFF IS NOT HERE TO PLAY |WATCH WHAT JULIUS MALEMA SAID😳,"CLICKS IS IN BIG TROUBLE |EFF IS NOT HERE TO PLAY |WATCH WHAT JULIUS MALEMA SAID😳 Hey sweeties I hope you well, thank you so much for taking your time to watch my video. Please don’t forget to support me by subscribing, liking and sharing this video, Please comment down below the type of videos you also wanna see on this channel ❤️ Instagram: ladylondie Facebook page: keeping up with Queen Email : Londeka502@gmail.com FAQ -I’m 23 years old -I use my iPhone 7 to film -I use iMovie and filmora to edit -I use thumbnail app for my thumbnail",world news;clicks;clicks hair advert;hot new;julius malema,People & Blogs,227,hd,FALSE,NA,en-US,NA,1,South Africa,180,11,0,1,yes,yes,yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
217,626,UCwnIed8TJVgHkKOgxZRWtVQ,Modima Bokaba,Obo5faBJOBQ,https://www.youtube.com/watch?v=Obo5faBJOBQ,2020-09-11T23:34:18Z,2020-09-11 23:34:18,2020,9,11,TRESEmme | Racial tensions in South Africa | My hair is normal,"Stop telling black women which hairstyles they should wear, that's very disrespectful. My hair is not going to be turned in to a challenge just to appease a group of people who are not willing to listen and understand the bigger picture. #TRESemmemustfall #RacismInsa #thankyoueff FIND ME ON: www.instagram.com/modimabkb www.twitter.com/modimabkb SUBSCRIBE, COMMENT, LIKE AND SHARE",tresemmemustfall;clicksadvert;thankyoueff;myhairisnormal;racisminsa;racialdescrimination,News & Politics,745,hd,FALSE,NA,NA,https://i.ytimg.com/vi/Obo5faBJOBQ/maxresdefault.jpg,NA,NA,610,66,0,46,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
218,498,UCuJs7zhQEQQ-obBvbBz6HHA,ViewOf2,5rK1q8RxDwg,https://www.youtube.com/watch?v=5rK1q8RxDwg,2020-09-09T10:17:25Z,2020-09-09 10:17:25,2020,9,9,Hiram and Nontuthuko discuss the Clicks / Unilever / Tresemme ad debacle and how people have reacted,"ViewOf2 #17 Impromptu #7 Clicks / Unilever / Tresemme Debacle and the reaction form to public and political parties. #ClicksAd ViewOf2 Channel: https://www.youtube.com/channel/UCuJs... FAIR-USE COPYRIGHT DISCLAIMER Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for 'fair use' for purposes such as criticism, commenting, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statue that might otherwise be infringing. Non-profit, educational or personal use tips balance in favour of fair use. This video had no impact on the original works. We only use snipits of original videos to get the point across where necessary. We make these videos for the intention of educating others about many subjects. We do not own the clips and music we use in most cases. Our understanding is that it is in correlation to Fair Right Use, however, given that this is open to interpretation, if any owners of the music or clips would like us to remove their video and music content we have no problem with that and will do so as swiftly as possible.",NA,People & Blogs,216,hd,FALSE,NA,NA,https://i.ytimg.com/vi/5rK1q8RxDwg/maxresdefault.jpg,NA,NA,174,19,0,6,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
227,554,UCs2iNzny9HlV1rfRqS9LkjA,Refiloe Matsela,Ojrp-FDqk84,https://www.youtube.com/watch?v=Ojrp-FDqk84,2023-06-22T14:00:15Z,2023-06-22 14:00:15,2023,6,22,LIGHT OIL RINSE FOR NATURAL HAIR GROWTH/DRY AND DAMAGED HAIR | WINTER WASH DAY ROUTINE SOUTH AFRICA,"Dumelang Baratuwa, Here's a natural hair growth tip and explanation of the benefits of oil rinsing your natural hair, as a part of wash day in order to preserve moisture in your hair. Having a healthy winter wash day routine can contribute greatly to your natural hair growth and add length. Consider oil rinsing as a part of your routine to ensure that your hair is not dry or damaged this winter. Leave a this emoji ""🎉” below if you found this useful and would like a video on oils for natural hair growth in South Africa. WATCH MY NATURAL HAIR PLAYLIST FOR OTHER NATURAL HAIR GROWTH TIPS. Love ya, Fifi (please follow me on IG) instagram: https://www.instagram.com/fifi_cm Please don't forget to share this review on your social media or WhatsApp with your Natural Hair Community, if you like it. PRODUCTS: AFRICAN PRIDE HONEY AND COCONUT SHAMPOO africanpridehair.com/collections/moisture-miracle/honey-coconut-oil-shampoo/ CURLS IN BLOOM DEEP CONDITIONING MASQUE SAFEWAY SOFT HOODED DRYER clicks.co.za/safeway_salon-series-softhood-hairdryer-attachment/p/320553?gclid=Cj0KCQjw4s-kBhDqARIsAN-ipH2URelVzzUaHxuawS6yjU2bRKAPG1aDtS8kUGn6d7BpkmgeG20RiNQaAn1GEALw_wcB SOFNFREE FOR NATURALS LEAVE IN BUTTER CREME sofnfreenaturals.com/products/sofnfree-for-natural-hair-leave-in-conditioner-with-manuka-honey-avocado-oil SWEET ALMOND OIL dischem.co.za/afri-pure-sweet-almond-oil-200ml-788 AFRIPURE ARGAN OIL https://www.dischem.co.za/afri-pure-blended-argan-oil-100ml-981",oil rinse on natural hair;oil rinse on 4c natural hair;oil rinsing low porosity hair;natural hair care for black women;natural hair care for growth;natural hair care for dry and damaged hair;natural hair routines south africa;wash day south africa;wash day routines south africa;oils for natural hair growth south africa;oils for natural black hair,Howto & Style,913,hd,FALSE,NA,NA,https://i.ytimg.com/vi/Ojrp-FDqk84/maxresdefault.jpg,1,NA,1180,29,0,1,no,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
236,539,UCtGYIFat6kpEZ5sgibcy2PA,Papa Khwatsi TOPIC,Kf8lY64NVY0,https://www.youtube.com/watch?v=Kf8lY64NVY0,2020-09-09T11:41:47Z,2020-09-09 11:41:47,2020,9,9,Clicks Challenge | Black Woman are Beautiful ❤❤❤,#CLICKSCHALLENGE #EFF #BLACKWOMAN,NA,Entertainment,414,hd,FALSE,NA,en-GB,NA,NA,NA,105,2,0,2,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
244,799,UCHNghz0V60kgRrAgSRXh7_g,Morexskinglow,ruvzfVd2HWk,https://www.youtube.com/watch?v=ruvzfVd2HWk,2023-06-25T20:25:16Z,2023-06-25 20:25:16,2023,6,25,Use any of this 2 Lightening body lotion to lighten your skin safely for best result,#skinlightening #skinwhitening #skincare This body lotions will lighten your skin without any reaction they contain safe ingredients,best skin lightening lotion in nigerian;skin whitening;skin lightening cream;skin lightening;whitening skin cream;whitening cream;skin lightening products;skin lightening lotion without hydroquinone;skin lightening lotion for black skin;skin lightening lotion fair skin;best skin lightening cream;skin lightening treatment;how to lighten skin;effective skin lightening cream;effective skin lightening lotion;best cream to lighten skin;best skin lightening lotion,Howto & Style,602,hd,FALSE,en,en,https://i.ytimg.com/vi/ruvzfVd2HWk/maxresdefault.jpg,1,Nigeria,91347,796,0,240,no,no,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
250,276,UCMmemgC5TN0tHFWKsetQLHQ,Vinolia Moekwa,oxLEwcmxdus,https://www.youtube.com/watch?v=oxLEwcmxdus,2020-09-19T13:30:41Z,2020-09-19 13:30:41,2020,9,19,JAMAICAN MANGO AND LIME PRODUCT REVIEW /BANTU KNOT OUT ON 4C NATURAL HAIR / SOUTH AFRICAN YOUTUBER,"#jamaicanmangoandlime #bantuknotout #southafricanyoutuber #theafrologist Hello Afro Family ✨ ✨ Today I am doing my very first product review. I was product shopping and I bought these products. In this video you see me try them out. This video is not sponsored and my opinion on these products it's completely true. Don't forget to Subscribe to my channel. Let me know if you would try these products. ALL three of these were R65 each at Clicks. The curl definer is amazing. My curls were instantly defined and that's never happened to me. So you will be seeing more hairstyles with that Gel. The mask, my scalp loved every second in that mask and my hair is till Moisturises until now. It honestly felt natural like I made my own mask. The butter is really thick but it stayed in my hair for days. It was hard to shake off the whiteness for like 24hours. It took like 7 hours for my hair to dry. I have a heavy hand 😂😂I use alot of product. Don't be like me. This music does not belong to me :Music:Horizons.mp3 URL:https://icons8.com/music/ Oh yeah the link to my last hot blog 🔥🔥: https://theafrologist.blogspot.com/2020/09/why-black-women-wear-wigs-and-why-some.html",NA,People & Blogs,957,hd,FALSE,NA,NA,https://i.ytimg.com/vi/oxLEwcmxdus/maxresdefault.jpg,NA,NA,154,23,0,16,yes,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
253,231,UC0PINUfbytmI7XKiB0fvRqg,By.MonaLisa,aEgdkK7vUAM,https://www.youtube.com/watch?v=aEgdkK7vUAM,2020-07-24T12:00:01Z,2020-07-24 12:00:01,2020,7,24,Clicks Skincare collection review | product review,"Hello my loves Welcome back to my channel! In today’s video I will be doing a product review. This is a clicks skincare collection review. I have been using these products for about five months now and this is my opinion on them so far. If you would like a deep dive on the ingredients, Please comment down below and I’ll make it happen😊. I hope you enjoy this video and thank you for your support :) --- follow my instagram : @lvyolisa_ And my twitter: @SoySauceee_ #roadto100subs #review #skincare #explore #trending #clickssa #African #SouthAfrican",#grwm #school #natural #hair #4c #4b #hairstyles;#hairgrowth;#hairtutorial;#hairafro;#hairafrostyles;#hairbraider;#haircurls;#4chair;#hairdiy;#hairdo #naturalhairjourney;#naturalhairgrowth;#naturalhairhairstyles;#naturalhairtutorial;#naturalafro;#naturalafrohairstyles;#naturalafrohair;#naturalafricanhairstyles;#naturalafricanhair;#naturalafrostyles;#naturalcurls;#naturalcurlyhair #melanininmyskin;#melaninmagic;#melaningoddess;#melaninafro;#melaninbeauty;#melanindrip,People & Blogs,350,hd,FALSE,NA,zxx,https://i.ytimg.com/vi/aEgdkK7vUAM/maxresdefault.jpg,NA,NA,3802,70,0,24,no,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
272,273,UCDOGDdlsYvB9AHK3A78xvrw,Nondu Mjoli,BtZA6dkf3_U,https://www.youtube.com/watch?v=BtZA6dkf3_U,2020-08-07T12:46:12Z,2020-08-07 12:46:12,2020,8,7,My everyday natural make up look | Beginners look | Easy & Simple| South African Youtuber,Hey there everyone!!! Today I’ve made a video to help beginners (like myself) for a nice simple makeup look! These are the products I’ve used for this video: Eyebrows: Essence Brow liner (brown) Concealer: L.A. Girl Pro concelear - GC983 Fawn Mascara: Avon Tru Ultra Volume Eyeliner: Essence Smokey Crystal Foundation: L.A. Girl GLM 681 Caramel Setting powder: Black radiance setting powder Contour: Noble highlight and contour palette Lipstick: Maybelline lip color palette Setting spray: M.O.D Setting spray I got most of my products from Dischem & clicks I hope you enjoyed the video ♥️,#la girl;#easy beginners makeup;#natural makeup;#brownskin;#face;#black girl easy makeup,People & Blogs,795,hd,FALSE,NA,NA,https://i.ytimg.com/vi/BtZA6dkf3_U/maxresdefault.jpg,NA,NA,273,27,0,8,no,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
282,927,UCyUGkZZkh-TLTqAMokupeyQ,Azana Jezile,SSj5wOh3hD8,https://www.youtube.com/watch?v=SSj5wOh3hD8,2021-12-21T01:07:09Z,2021-12-21 1:07:09,2021,12,21,Zinc and Castor oil for dark spots review| Does it work?,"Hey loves 😄 Welcome back to another video in today’s video I am doing a review on the Zinc and Castor oil for dark spots I am testing if this works ? If you interested to see then watch until the end to see my results. Don’t forget to like, comment and most importantly subscribe for more weekly videos. Catch up on my other videos below ⬇️ Vlogmas-Daughters graduation,Meet my mom,cooking… https://youtu.be/inVCJvEo4Do How to design your dream marriage today ?| Azana Jezile https://youtu.be/bSw3D1v2FfA VLOGMAS -A black Christmas| Christmas clothes, 7 colours, Choice Assorted biscuits.. https://youtu.be/ADP5mt6HiZ0 Contact Me 📱 ⬇️ Email for collaborations and PR ; jezileazana0@gmail.com Instagram; https://www.instagram.com/azana_jezile/ Ticktok: www.tiktok.com/@azanajezile #zincandcastoroilfordarkspots#zincandcastoroil#skin",azana jezile;how to get rid of dark spots on your face;how to remove dark spots from face at home;zinc and castor oil for dark spots;zinc and castor oil for dark spots review does it work ?;zinc and castor oil for dark spots review does it work ? azana jezile;zinc and castor oil cream for face;how to get rid of dark spots;how to get rid of dark spots on your face naturally;how to remove dark spots;lukha and aza;remove dark spots;south african youtuber,Howto & Style,626,hd,FALSE,NA,en-US,https://i.ytimg.com/vi/SSj5wOh3hD8/maxresdefault.jpg,1,NA,65647,755,0,64,no,no,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
284,331,UCNfzYHXZo-g9bkdAzWFQJCg,Gemini Baby,9qCWy63FADE,https://www.youtube.com/watch?v=9qCWy63FADE,2020-07-05T10:00:14Z,2020-07-05 10:00:14,2020,7,5,WASHDAY FOR MY NATURAL 4C/4B HAIR(2020),"#roadto300subscriber #swaziyoutuber #smallyoutuber #washday Hey guys!! On this weeks' video i will be sharing with you guys my wash day for my natural 4c/4b hair. On this specific wash day i will be specifically concentrating on replenishing my high porosity natural 4c/4b hair of its proteins and oils. If you are interested in knowing all the steps i take and the natural hair products i use on this specific wash day and why i use these natural hair products, please do stay tuned as i believe this video can be very informative for other beautiful natural 4c/4b queens still learning about their hair i appreciate you babies xoxo ***PRODUCTS USED*** 1. Pre-poo mixture -2 eggs -2 spoons of preferred natural oils 2. Afrobotanics Bantu Aloe Vera & Marula Oil Shampoo -retails at E49.99 at clicks 3. Palmer's Coconut Oil Deep Conditioning Protein Pack 60g -retails at E31.99 4. Coconut oil & Olive oil I AM STILL LEARNING SO CORRECTIONS/CRITIQUE AND SUGGESTIONS ARE MOST WELCOME CONCERNING EVERYTHING I SAY IN THIS VIDEO. ***MY OTHER VIDEOS*** Styling my faux locs|lazy days quarantine edition https://yout.be/vu2ANXs8EHs MY FIRST EVER YOUTUBE VIDEO-OFFICIAL|GET TO KNOW ME(KINDA) http://youtu.be/0g39UlsvCDo My First Ever YouTube video|Official dropping soon https://youtu.be/H24jc7nAIIM CORNROWING MY 4C/4B NATURAL HAIR(first time) https://youtu.be/ziHAAIFApEQ TAKING DOWN THREE MONTH OLD FAUX LOCS BRAIDS https://youtu.be/3GQ-HhqU6wg NEVER HAVE I EVER CHALLENGE(DIRTY EDITION) https://youtu.be/iEte3zHKaes VLOG https://youtu.be/BoyTexPHkjg ***CONNECT WITH ME*** Instagram : https://www.instagram.com/p/CAKuUfWIk Twitter : https://twitter.com/lwande_td/status/ Snapchat : lwandzi Email : lwandziledlamini16@gmail.com OR lwamani02@yahoo.com ***DISCLAIMER*** I DO NOT OWN ANY OF THE MUSIC USED IN THIS VIDEO. ALL RIGHTS BELONG TO THE ORIGINAL CREATORS AND OWNERS ***ABOUT ME & MY CHANNEL*** Hi guys. My name is Lwandzile Dlamini but since that name is a mouthful, i will be calling my YouTube channel ""Gemini Baby"" for now. I started a YouTube channel because i have wanted to start one for as long as i can remember. I wanted to share my journey with my natural 4b/4c hair, how i manage it and how i am learning to love it. I will also be posting VLOGS mainly showing you guys my interests, things i love doing, my favorite places(regardless of my introverted side, yes i go out lol) and to generally give you guys a bucket load of my weird/quirky personality which i am hoping will be entertaining for you guys. By tuning into my YouTube channel, you willl benefit tips on taking care of your 4b/4c hair. You'll see how i style and manipulate my stubborn natural hair. You will also see my favorite protective styles and me trying to do them myself(we'll just have to see how that goes)and me exploring new styles as well. You will also see me being human like everyone else with a dash of introverted,quirky and weird spices of course. I hope to make a playlist on me trying new things and hoping that filming and uploading this will make it worth your while on my YouTube channel ***REMEMBER!!*** SUBSCRIBE LIKE COMMENT SHARE Thanks Babies xoxo",wash day for my natural 4c/4b hair;wash day for my natural 4b/4c;wash day for my natural;wash day for my natural hair;wash day;4c/4b;4c;4b;natural hair;wash day routine;4c/4b natural hair,People & Blogs,1381,hd,FALSE,NA,en-US,https://i.ytimg.com/vi/9qCWy63FADE/maxresdefault.jpg,NA,NA,435,69,0,20,no,yes,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
291,25,UC7Zn__KZqh8QFA-PGnpJcOg,SamupertyZuluTV,uIzFJqYTiqE,https://www.youtube.com/watch?v=uIzFJqYTiqE,2022-02-22T12:25:14Z,2022-02-22 12:25:14,2022,2,22,I Tried The Viral TIKTOK Handy Andy Dark Spots Lightening For 3 Days! Does it work?? Shocked,"Hello guys Yes it works but it burned my neck. Please don't forget to LIKE, COMMENT and SUBSCRIBE❤️ FOR PRODUCT REVIEWS, SPONSORSHIP AND ENQUIRIES PLEASE SEND AN EMAIL: bookingsamuperty@gmail.com Let's Connect on Instagram: https://www.instagram.com/samuperty_zulu/ Facebook: https://www.facebook.com/ZuluSamuperty/ TikTok: https://vm.tiktok.com/4aCnSe/ Twitter: https://mobile.twitter.com/Samuperty_zulu/ Thanks for Watching",big zulu;mduduzi ncube;siya ntuli - a tribute to our friend & brother ( lala ngoxolo );highlights: liverpool 6-0 leeds utd | six of the best for emphatic reds;gravitas plus | explained: the russia-ukraine crisis;my weight loss journey: talking self-love & body transformation;fireball after russian missile hits airport in western ukraine - bbc news;russian missiles;air strikes hit ukrainian targets;russia unleashes brutal military assault on ukraine | wnt,Comedy,1112,hd,FALSE,NA,NA,https://i.ytimg.com/vi/uIzFJqYTiqE/maxresdefault.jpg,1,NA,144836,3560,0,386,no,no,yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
257,755,UCmhscN68bQ9O7IP8cZqI-lQ,The Hottest Scoop,iLYrWlMFJeo,https://www.youtube.com/watch?v=iLYrWlMFJeo,2020-09-08T08:05:06Z,2020-09-08 8:05:06,2020,9,8,This is why KFC and Clicks landed in hot waters,NA,clickssa.kfc sa .family feud.etv.,People & Blogs,355,sd,FALSE,NA,NA,NA,NA,NA,29,1,0,0,yes,yes,yes,no,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,419,UCG7uFJVZsxQRwDssom9Pavw,2nacheki,idXiUfMvTOw,https://www.youtube.com/watch?v=idXiUfMvTOw,2020-09-08T13:00:05Z,2020-09-08 13:00:05,2020,9,8,Protest at Clicks Continue in South Africa Over Racist African Hair Ad,"For more African News, Lists, Entertainment, and Pop Culture Visit http://2nacheki.tv/ -~-~~-~~~-~~-~- Thank you for watching @2nacheki ! Kindly show us Africa is Watching by Liking, Subscribing, and Sharing this video with friends and family. To directly support us you can become a Channel Member, a Patreon, or Give us a Super Thanks. Please contact us for tips, content submission, Ads, Takedowns, Collabos, Complaints, Reporting, and Inquiries. -~-~~-~~~-~~-~-",african hair;2nacheki;clicksracistad;racist advert;clicks racist advert;clicks south africa;clicks protest;clicks;eff clicks protest;clickscontroversialad;eff clicks protets;tresemme;racist uniliver;south africa;clicks advert;uniliver;clicks hair advert;africa news;africa latest news;natural hair;eff;economic freedom fighters;julius malema;racism;clicksmustfall;malema;racist advertising;racism south africa;clicks hair advert video;eff clicks,News & Politics,174,hd,FALSE,en-GB,en-US,https://i.ytimg.com/vi/idXiUfMvTOw/maxresdefault.jpg,1,NA,10047,583,0,258,yes,yes,yes,no,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
29,466,UCzpL_Gz14vr94-mIg33gzNA,Catherine White,z8fTU5f_OCI,https://www.youtube.com/watch?v=z8fTU5f_OCI,2020-11-24T11:11:02Z,2020-11-24 11:11:02,2020,11,24,RACIST ADD - EFF Shuts down 880 CLICKS stores South Africa,"The Economic Freedom Fighters (EFF) called upon their members to shut down all 880 Clicks stores nationwide from Monday the 7th of September to Friday the 11th of September. On the 4th of September Clicks published an advertisement on their website which depicted the hair of a black woman as “dry, damaged, frizzy and dull” against that of a white woman which is described as “colour, treated, fine flat and normal” hair. This discriminatory connotation caused outrage amongst South Africans who turned to social media to express themselves. Cat White Media followed this story at Clicks in Jeffrey’s Bay. See more coverage here: https://fb.watch/1YEVFFyAij/ #catwhitemedia #findingthetruth",NA,People & Blogs,96,hd,FALSE,NA,NA,https://i.ytimg.com/vi/z8fTU5f_OCI/maxresdefault.jpg,NA,NA,65,1,0,1,yes,yes,yes,yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
38,428,UC_vRepQuzI527GtEP1pGYZw,News24,unDrsiO6dWc,https://www.youtube.com/watch?v=unDrsiO6dWc,2020-09-07T11:54:29Z,2020-09-07 11:54:29,2020,9,7,WATCH | 'It’s about the dignity of a black person' - EFF’s Veronica Mente on Clicks protest,"The EFF’s National Chairperson Veronica Mente joined protesters outside Clicks at the Goodwood Mall in Cape Town. Mente told News24 that the party's actions was not about hair, but about the dignity of black South Africans. The Economic Freedom Fighters protested outside Clicks stores across the country this morning. This comes after the chainstore ran an advertisement on its website depicting black women's hair as ""damaged"". #News24Video For this story and more, visit News24: https://www.news24.com/",news24;news24video,News & Politics,133,hd,FALSE,NA,en-GB,https://i.ytimg.com/vi/unDrsiO6dWc/maxresdefault.jpg,1,NA,73622,377,0,NA,yes,yes,yes,yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
